"Id","ProductName","Cliente","Pais_Venta","Quantity","UnitPrice","Pais_de_Origen","Proveedor"
1620,"Laughing Lumberjack Lager","Thomas Hardy","UK",15,14.0,"USA","Bigfoot Breweries"
1621,"Côte de Blaye","Horst Kloss","Germany",60,263.5,"France","Aux joyeux ecclésiastiques"
1622,"Chartreuse verte","Horst Kloss","Germany",80,18.0,"France","Aux joyeux ecclésiastiques"
1623,"Chang","Christina Berglund","Sweden",21,19.0,"UK","Exotic Liquids"
1624,"Guaraná Fantástica","Christina Berglund","Sweden",6,4.5,"Brazil","Refrescos Americanas LTDA"
1625,"Nord-Ost Matjeshering","Christina Berglund","Sweden",40,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1626,"Perth Pasties","Fran Wilson","USA",3,32.8,"Sydney","G'day"
1627,"Gumbär Gummibärchen","Lúcia Carvalho","Brazil",20,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1628,"Steeleye Stout","Lúcia Carvalho","Brazil",30,18.0,"USA","Bigfoot Breweries"
1629,"Maxilaku","Lúcia Carvalho","Brazil",42,20.0,"Finland","Karkki Oy"
1630,"Chai","Hari Kumar","UK",40,18.0,"UK","Exotic Liquids"
1631,"Queso Cabrales","Hari Kumar","UK",10,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1632,"Tunnbröd","Hari Kumar","UK",50,9.0,"Sweden","PB Knäckebröd AB"
1633,"Scottish Longbreads","Hari Kumar","UK",20,12.5,"UK","Specialty Biscuits, Ltd."
1634,"Steeleye Stout","Zbyszek Piestrzeniewicz","Poland",3,18.0,"USA","Bigfoot Breweries"
1635,"Manjimup Dried Apples","Zbyszek Piestrzeniewicz","Poland",2,53.0,"Sydney","G'day"
1636,"Grandma's Boysenberry Spread'","Laurence Lebihan","France",50,25.0,"USA","Grandma Kelly's Homestead'"
1637,"Pavlova","Laurence Lebihan","France",12,17.45,"Australia","Pavlova, Ltd."
1638,"Alice Mutton","Laurence Lebihan","France",16,39.0,"Australia","Pavlova, Ltd."
1639,"Pâté chinois","José Pedro Freyre","Spain",10,24.0,"Canada","Ma Maison"
1640,"Tarte au sucre","José Pedro Freyre","Spain",20,49.3,"Canada","Forêts d'érables'"
1641,"Wimmers gute Semmelknödel","José Pedro Freyre","Spain",15,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1642,"Louisiana Fiery Hot Pepper Sauce","José Pedro Freyre","Spain",21,21.05,"USA","New Orleans Cajun Delights"
1643,"Sir Rodney's Scones'","Matti Karttunen","Finland",20,10.0,"UK","Specialty Biscuits, Ltd."
1644,"Rössle Sauerkraut","Matti Karttunen","Finland",3,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1645,"Ikura","José Pedro Freyre","Spain",10,31.0,"Japan","Tokyo Traders"
1646,"Teatime Chocolate Biscuits","Christina Berglund","Sweden",25,9.2,"UK","Specialty Biscuits, Ltd."
1647,"Zaanse koeken","Christina Berglund","Sweden",21,9.5,"Netherlands","Zaanse Snoepfabriek"
1648,"Maxilaku","Christina Berglund","Sweden",15,20.0,"Finland","Karkki Oy"
1649,"Spegesild","Laurence Lebihan","France",21,12.0,"Denmark","Lyngbysild"
1650,"Wimmers gute Semmelknödel","Laurence Lebihan","France",20,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1651,"Pavlova","Janete Limeira","Brazil",30,17.45,"Australia","Pavlova, Ltd."
1652,"Carnarvon Tigers","Janete Limeira","Brazil",25,62.5,"Australia","Pavlova, Ltd."
1653,"Sir Rodney's Marmalade'","Horst Kloss","Germany",20,81.0,"UK","Specialty Biscuits, Ltd."
1654,"Boston Crab Meat","Matti Karttunen","Finland",12,18.4,"USA","New England Seafood Cannery"
1655,"Louisiana Fiery Hot Pepper Sauce","Matti Karttunen","Finland",10,21.05,"USA","New Orleans Cajun Delights"
1656,"Lakkalikööri","Matti Karttunen","Finland",10,18.0,"Finland","Karkki Oy"
1657,"Tunnbröd","Maria Larsson","Sweden",30,9.0,"Sweden","PB Knäckebröd AB"
1658,"Sirop d'érable'","Maria Larsson","Sweden",30,28.5,"Canada","Forêts d'érables'"
1659,"Outback Lager","Maria Larsson","Sweden",50,15.0,"Australia","Pavlova, Ltd."
1660,"Röd Kaviar","Patricio Simpson","Argentina",10,15.0,"Sweden","Svensk Sjöföda AB"
1661,"Singaporean Hokkien Fried Mee","Jose Pavarotti","USA",25,14.0,"Singapore","Leka Trading"
1662,"Maxilaku","Jose Pavarotti","USA",20,20.0,"Finland","Karkki Oy"
1663,"Tourtière","Jose Pavarotti","USA",32,7.45,"Canada","Ma Maison"
1664,"Guaraná Fantástica","Fran Wilson","USA",8,4.5,"Brazil","Refrescos Americanas LTDA"
1665,"Sir Rodney's Scones'","Jaime Yorres","USA",40,10.0,"UK","Specialty Biscuits, Ltd."
1666,"Gnocchi di nonna Alice","Jaime Yorres","USA",21,38.0,"Italy","Pasta Buttini s.r.l."
1667,"Louisiana Fiery Hot Pepper Sauce","Jaime Yorres","USA",12,21.05,"USA","New Orleans Cajun Delights"
1668,"Chang","Pascale Cartrain","Belgium",20,19.0,"UK","Exotic Liquids"
1669,"Guaraná Fantástica","Pascale Cartrain","Belgium",12,4.5,"Brazil","Refrescos Americanas LTDA"
1670,"Outback Lager","Pascale Cartrain","Belgium",30,15.0,"Australia","Pavlova, Ltd."
1671,"Original Frankfurter grüne Soße","Pascale Cartrain","Belgium",25,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1672,"Ikura","Mario Pontes","Brazil",70,31.0,"Japan","Tokyo Traders"
1673,"Gorgonzola Telino","Mario Pontes","Brazil",35,12.5,"Italy","Formaggi Fortini s.r.l."
1674,"Original Frankfurter grüne Soße","Mario Pontes","Brazil",40,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1675,"NuNuCa Nuß-Nougat-Creme","Eduardo Saavedra","Spain",5,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1676,"Chang","José Pedro Freyre","Spain",20,19.0,"UK","Exotic Liquids"
1677,"Scottish Longbreads","José Pedro Freyre","Spain",18,12.5,"UK","Specialty Biscuits, Ltd."
1678,"Queso Cabrales","Paula Wilson","USA",40,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1679,"Côte de Blaye","Paula Wilson","USA",40,263.5,"France","Aux joyeux ecclésiastiques"
1680,"Alice Mutton","Janine Labrune","France",15,39.0,"Australia","Pavlova, Ltd."
1681,"Sasquatch Ale","Janine Labrune","France",10,14.0,"USA","Bigfoot Breweries"
1682,"Jack's New England Clam Chowder'","Janine Labrune","France",14,9.65,"USA","New England Seafood Cannery"
1683,"Nord-Ost Matjeshering","Renate Messner","Germany",15,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1684,"Raclette Courdavault","Catherine Dewey","Belgium",40,55.0,"France","Gai pâturage"
1685,"Northwoods Cranberry Sauce","Philip Cramer","Germany",30,40.0,"USA","Grandma Kelly's Homestead'"
1686,"Guaraná Fantástica","Philip Cramer","Germany",10,4.5,"Brazil","Refrescos Americanas LTDA"
1687,"Thüringer Rostbratwurst","Philip Cramer","Germany",24,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1688,"Nord-Ost Matjeshering","Philip Cramer","Germany",35,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1689,"Inlagd Sill","Philip Cramer","Germany",20,19.0,"Sweden","Svensk Sjöföda AB"
1690,"Konbu","Jose Pavarotti","USA",28,6.0,"Japan","Mayumi's'"
1691,"Gudbrandsdalsost","Jose Pavarotti","USA",50,36.0,"Norway","Norske Meierier"
1692,"Rhönbräu Klosterbier","Jose Pavarotti","USA",120,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1693,"Guaraná Fantástica","Roland Mendel","Austria",110,4.5,"Brazil","Refrescos Americanas LTDA"
1694,"Chartreuse verte","Roland Mendel","Austria",45,18.0,"France","Aux joyeux ecclésiastiques"
1695,"Boston Crab Meat","Roland Mendel","Austria",91,18.4,"USA","New England Seafood Cannery"
1696,"Camembert Pierrot","Roland Mendel","Austria",100,34.0,"France","Gai pâturage"
1697,"Rogede sild","Catherine Dewey","Belgium",15,9.5,"Denmark","Lyngbysild"
1698,"Gnocchi di nonna Alice","Catherine Dewey","Belgium",16,38.0,"Italy","Pasta Buttini s.r.l."
1699,"Thüringer Rostbratwurst","Patricia McKenna","Ireland",80,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1700,"Nord-Ost Matjeshering","Patricia McKenna","Ireland",36,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1701,"Konbu","Yvonne Moncada","Argentina",5,6.0,"Japan","Mayumi's'"
1702,"Chartreuse verte","Carlos González","Venezuela",8,18.0,"France","Aux joyeux ecclésiastiques"
1703,"Outback Lager","Paula Parente","Brazil",3,15.0,"Australia","Pavlova, Ltd."
1704,"Jack's New England Clam Chowder'","Carlos Hernández","Venezuela",30,9.65,"USA","New England Seafood Cannery"
1705,"Flotemysost","Carlos Hernández","Venezuela",30,21.5,"Norway","Norske Meierier"
1706,"Pâté chinois","Maria Larsson","Sweden",30,24.0,"Canada","Ma Maison"
1707,"Tarte au sucre","Maria Larsson","Sweden",6,49.3,"Canada","Forêts d'érables'"
1708,"Konbu","Mario Pontes","Brazil",40,6.0,"Japan","Mayumi's'"
1709,"Louisiana Fiery Hot Pepper Sauce","Mario Pontes","Brazil",21,21.05,"USA","New Orleans Cajun Delights"
1710,"Scottish Longbreads","Mario Pontes","Brazil",20,12.5,"UK","Specialty Biscuits, Ltd."
1711,"Escargots de Bourgogne","Karl Jablonski","USA",15,13.25,"France","Escargots Nouveaux"
1712,"Tarte au sucre","Karl Jablonski","USA",35,49.3,"Canada","Forêts d'érables'"
1713,"Chai","Paula Parente","Brazil",20,18.0,"UK","Exotic Liquids"
1714,"Sirop d'érable'","Zbyszek Piestrzeniewicz","Poland",15,28.5,"Canada","Forêts d'érables'"
1715,"Rhönbräu Klosterbier","Dominique Perrier","France",14,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1716,"Uncle Bob's Organic Dried Pears'","Maurizio Moroni","Italy",20,30.0,"USA","Grandma Kelly's Homestead'"
1717,"Filo Mix","Maurizio Moroni","Italy",14,7.0,"Sydney","G'day"
1718,"Uncle Bob's Organic Dried Pears'","Jonas Bergulfsen","Norway",12,30.0,"USA","Grandma Kelly's Homestead'"
1719,"Pavlova","Jonas Bergulfsen","Norway",15,17.45,"Australia","Pavlova, Ltd."
1720,"Jack's New England Clam Chowder'","Jonas Bergulfsen","Norway",5,9.65,"USA","New England Seafood Cannery"
1721,"Teatime Chocolate Biscuits","Matti Karttunen","Finland",12,9.2,"UK","Specialty Biscuits, Ltd."
1722,"Maxilaku","Matti Karttunen","Finland",10,20.0,"Finland","Karkki Oy"
1723,"Sirop d'érable'","Matti Karttunen","Finland",5,28.5,"Canada","Forêts d'érables'"
1724,"Chai","José Pedro Freyre","Spain",10,18.0,"UK","Exotic Liquids"
1725,"Alice Mutton","José Pedro Freyre","Spain",12,39.0,"Australia","Pavlova, Ltd."
1726,"Laughing Lumberjack Lager","José Pedro Freyre","Spain",15,14.0,"USA","Bigfoot Breweries"
1727,"Queso Cabrales","Patricia McKenna","Ireland",40,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1728,"Thüringer Rostbratwurst","Patricia McKenna","Ireland",60,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1729,"Chef Anton's Cajun Seasoning'","Lúcia Carvalho","Brazil",30,22.0,"USA","New Orleans Cajun Delights"
1730,"Geitost","Lúcia Carvalho","Brazil",40,2.5,"Norway","Norske Meierier"
1731,"Escargots de Bourgogne","Lúcia Carvalho","Brazil",15,13.25,"France","Escargots Nouveaux"
1732,"Flotemysost","Lúcia Carvalho","Brazil",25,21.5,"Norway","Norske Meierier"
1733,"Alice Mutton","Miguel Angel Paolino","Mexico",10,39.0,"Australia","Pavlova, Ltd."
1734,"Geitost","Miguel Angel Paolino","Mexico",30,2.5,"Norway","Norske Meierier"
1735,"Tourtière","Miguel Angel Paolino","Mexico",10,7.45,"Canada","Ma Maison"
1736,"Pavlova","Sergio Gutiérrez","Argentina",6,17.45,"Australia","Pavlova, Ltd."
1737,"Mascarpone Fabioli","Sergio Gutiérrez","Argentina",6,32.0,"Italy","Formaggi Fortini s.r.l."
1738,"Ravioli Angelo","Sergio Gutiérrez","Argentina",20,19.5,"Italy","Pasta Buttini s.r.l."
1739,"Nord-Ost Matjeshering","Alejandra Camino","Spain",1,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1740,"Camembert Pierrot","Alejandra Camino","Spain",10,34.0,"France","Gai pâturage"
1741,"Chai","Elizabeth Lincoln","Canada",60,18.0,"UK","Exotic Liquids"
1742,"Camembert Pierrot","Elizabeth Lincoln","Canada",25,34.0,"France","Gai pâturage"
1743,"Pavlova","Felipe Izquierdo","Venezuela",24,17.45,"Australia","Pavlova, Ltd."
1744,"NuNuCa Nuß-Nougat-Creme","Felipe Izquierdo","Venezuela",24,14.0,"Germany","Heli Süßwaren GmbH & Co. KG"
1745,"Boston Crab Meat","Felipe Izquierdo","Venezuela",20,18.4,"USA","New England Seafood Cannery"
1746,"Valkoinen suklaa","Thomas Hardy","UK",24,16.25,"Finland","Karkki Oy"
1747,"Steeleye Stout","Palle Ibsen","Denmark",10,18.0,"USA","Bigfoot Breweries"
1748,"Vegie-spread","Palle Ibsen","Denmark",40,43.9,"Australia","Pavlova, Ltd."
1749,"Alice Mutton","Mario Pontes","Brazil",15,39.0,"Australia","Pavlova, Ltd."
1750,"Guaraná Fantástica","Mario Pontes","Brazil",35,4.5,"Brazil","Refrescos Americanas LTDA"
1751,"Singaporean Hokkien Fried Mee","Annette Roulet","France",10,14.0,"Singapore","Leka Trading"
1752,"Ipoh Coffee","Annette Roulet","France",10,46.0,"Singapore","Leka Trading"
1753,"Laughing Lumberjack Lager","Annette Roulet","France",24,14.0,"USA","Bigfoot Breweries"
1754,"Ikura","Christina Berglund","Sweden",20,31.0,"Japan","Tokyo Traders"
1755,"Rössle Sauerkraut","Christina Berglund","Sweden",30,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1756,"Rhönbräu Klosterbier","Christina Berglund","Sweden",6,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1757,"Inlagd Sill","Mario Pontes","Brazil",25,19.0,"Sweden","Svensk Sjöföda AB"
1758,"Filo Mix","Mario Pontes","Brazil",12,7.0,"Sydney","G'day"
1759,"Queso Cabrales","Ana Trujillo","Mexico",2,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1760,"Konbu","Ana Trujillo","Mexico",10,6.0,"Japan","Mayumi's'"
1761,"Teatime Chocolate Biscuits","Ana Trujillo","Mexico",7,9.2,"UK","Specialty Biscuits, Ltd."
1762,"Mozzarella di Giovanni","Ana Trujillo","Mexico",10,34.8,"Italy","Formaggi Fortini s.r.l."
1763,"Sir Rodney's Marmalade'","Daniel Tonini","France",5,81.0,"UK","Specialty Biscuits, Ltd."
1764,"Filo Mix","Daniel Tonini","France",5,7.0,"Sydney","G'day"
1765,"Lakkalikööri","Daniel Tonini","France",20,18.0,"Finland","Karkki Oy"
1766,"Zaanse koeken","Eduardo Saavedra","Spain",5,9.5,"Netherlands","Zaanse Snoepfabriek"
1767,"Lakkalikööri","Eduardo Saavedra","Spain",5,18.0,"Finland","Karkki Oy"
1768,"Sir Rodney's Scones'","Peter Franken","Germany",60,10.0,"UK","Specialty Biscuits, Ltd."
1769,"Rhönbräu Klosterbier","Peter Franken","Germany",49,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1770,"Original Frankfurter grüne Soße","Peter Franken","Germany",15,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1771,"Sir Rodney's Scones'","Pascale Cartrain","Belgium",36,10.0,"UK","Specialty Biscuits, Ltd."
1772,"Schoggi Schokolade","Pascale Cartrain","Belgium",25,43.9,"Germany","Heli Süßwaren GmbH & Co. KG"
1773,"Pâté chinois","Pascale Cartrain","Belgium",25,24.0,"Canada","Ma Maison"
1774,"Escargots de Bourgogne","Pascale Cartrain","Belgium",30,13.25,"France","Escargots Nouveaux"
1775,"Konbu","Michael Holz","Switzerland",42,6.0,"Japan","Mayumi's'"
1776,"Ravioli Angelo","Michael Holz","Switzerland",30,19.5,"Italy","Pasta Buttini s.r.l."
1777,"Pavlova","Laurence Lebihan","France",30,17.45,"Australia","Pavlova, Ltd."
1778,"Tarte au sucre","Laurence Lebihan","France",14,49.3,"Canada","Forêts d'érables'"
1779,"Mozzarella di Giovanni","Laurence Lebihan","France",16,34.8,"Italy","Formaggi Fortini s.r.l."
1780,"Rhönbräu Klosterbier","Laurence Lebihan","France",20,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1781,"Perth Pasties","Helen Bennett","UK",2,32.8,"Sydney","G'day"
1782,"Sirop d'érable'","Helen Bennett","UK",30,28.5,"Canada","Forêts d'érables'"
1783,"Grandma's Boysenberry Spread'","Renate Messner","Germany",20,25.0,"USA","Grandma Kelly's Homestead'"
1784,"Chai","Paula Parente","Brazil",21,18.0,"UK","Exotic Liquids"
1785,"Carnarvon Tigers","Paula Parente","Brazil",4,62.5,"Australia","Pavlova, Ltd."
1786,"Tunnbröd","Paula Parente","Brazil",8,9.0,"Sweden","PB Knäckebröd AB"
1787,"Inlagd Sill","Howard Snyder","USA",30,19.0,"Sweden","Svensk Sjöföda AB"
1788,"Rössle Sauerkraut","Patricio Simpson","Argentina",8,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1789,"Sasquatch Ale","Patricio Simpson","Argentina",20,14.0,"USA","Bigfoot Breweries"
1790,"Konbu","Horst Kloss","Germany",20,6.0,"Japan","Mayumi's'"
1791,"Ipoh Coffee","Horst Kloss","Germany",24,46.0,"Singapore","Leka Trading"
1792,"Camembert Pierrot","Horst Kloss","Germany",49,34.0,"France","Gai pâturage"
1793,"Flotemysost","Horst Kloss","Germany",35,21.5,"Norway","Norske Meierier"
1794,"Chang","Giovanni Rovelli","Italy",10,19.0,"UK","Exotic Liquids"
1795,"Laughing Lumberjack Lager","Giovanni Rovelli","Italy",40,14.0,"USA","Bigfoot Breweries"
1796,"Uncle Bob's Organic Dried Pears'","Laurence Lebihan","France",8,30.0,"USA","Grandma Kelly's Homestead'"
1797,"Konbu","Laurence Lebihan","France",20,6.0,"Japan","Mayumi's'"
1798,"Gorgonzola Telino","Jose Pavarotti","USA",44,12.5,"Italy","Formaggi Fortini s.r.l."
1799,"Tarte au sucre","Jose Pavarotti","USA",30,49.3,"Canada","Forêts d'érables'"
1800,"Scottish Longbreads","Jose Pavarotti","USA",80,12.5,"UK","Specialty Biscuits, Ltd."
1801,"Mozzarella di Giovanni","Jose Pavarotti","USA",50,34.8,"Italy","Formaggi Fortini s.r.l."
1802,"Maxilaku","Maurizio Moroni","Italy",28,20.0,"Finland","Karkki Oy"
1803,"Konbu","Victoria Ashworth","UK",15,6.0,"Japan","Mayumi's'"
1804,"Gustaf's Knäckebröd'","Victoria Ashworth","UK",21,21.0,"Sweden","PB Knäckebröd AB"
1805,"Spegesild","Victoria Ashworth","UK",15,12.0,"Denmark","Lyngbysild"
1806,"Queso Cabrales","Elizabeth Lincoln","Canada",5,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1807,"Gula Malacca","Elizabeth Lincoln","Canada",18,19.45,"Singapore","Leka Trading"
1808,"Gnocchi di nonna Alice","Elizabeth Lincoln","Canada",18,38.0,"Italy","Pasta Buttini s.r.l."
1809,"Konbu","Alexander Feuer","Germany",20,6.0,"Japan","Mayumi's'"
1810,"Gorgonzola Telino","Alexander Feuer","Germany",10,12.5,"Italy","Formaggi Fortini s.r.l."
1811,"Ikura","Palle Ibsen","Denmark",25,31.0,"Japan","Tokyo Traders"
1812,"Guaraná Fantástica","Palle Ibsen","Denmark",25,4.5,"Brazil","Refrescos Americanas LTDA"
1813,"Original Frankfurter grüne Soße","Palle Ibsen","Denmark",40,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1814,"Raclette Courdavault","Victoria Ashworth","UK",4,55.0,"France","Gai pâturage"
1815,"Valkoinen suklaa","José Pedro Freyre","Spain",9,16.25,"Finland","Karkki Oy"
1816,"Manjimup Dried Apples","José Pedro Freyre","Spain",40,53.0,"Sydney","G'day"
1817,"Pâté chinois","José Pedro Freyre","Spain",4,24.0,"Canada","Ma Maison"
1818,"Grandma's Boysenberry Spread'","Elizabeth Lincoln","Canada",12,25.0,"USA","Grandma Kelly's Homestead'"
1819,"Ikura","Elizabeth Lincoln","Canada",30,31.0,"Japan","Tokyo Traders"
1820,"Alice Mutton","Elizabeth Lincoln","Canada",6,39.0,"Australia","Pavlova, Ltd."
1821,"Tarte au sucre","Elizabeth Lincoln","Canada",60,49.3,"Canada","Forêts d'érables'"
1822,"Chef Anton's Cajun Seasoning'","Giovanni Rovelli","Italy",5,22.0,"USA","New Orleans Cajun Delights"
1823,"Geitost","Michael Holz","Switzerland",15,2.5,"Norway","Norske Meierier"
1824,"Jack's New England Clam Chowder'","Michael Holz","Switzerland",6,9.65,"USA","New England Seafood Cannery"
1825,"Rhönbräu Klosterbier","Michael Holz","Switzerland",50,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1826,"Grandma's Boysenberry Spread'","Maria Anders","Germany",16,25.0,"USA","Grandma Kelly's Homestead'"
1827,"Rössle Sauerkraut","Maria Anders","Germany",2,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1828,"Sir Rodney's Marmalade'","Thomas Hardy","UK",50,81.0,"UK","Specialty Biscuits, Ltd."
1829,"Gorgonzola Telino","Thomas Hardy","UK",50,12.5,"Italy","Formaggi Fortini s.r.l."
1830,"Pavlova","Felipe Izquierdo","Venezuela",28,17.45,"Australia","Pavlova, Ltd."
1831,"Gorgonzola Telino","Felipe Izquierdo","Venezuela",25,12.5,"Italy","Formaggi Fortini s.r.l."
1832,"Rogede sild","Felipe Izquierdo","Venezuela",30,9.5,"Denmark","Lyngbysild"
1833,"Camembert Pierrot","Felipe Izquierdo","Venezuela",24,34.0,"France","Gai pâturage"
1834,"Rhönbräu Klosterbier","Maria Larsson","Sweden",12,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1835,"Sir Rodney's Scones'","Hanna Moos","Germany",12,10.0,"UK","Specialty Biscuits, Ltd."
1836,"Zaanse koeken","Hanna Moos","Germany",14,9.5,"Netherlands","Zaanse Snoepfabriek"
1837,"Manjimup Dried Apples","Hanna Moos","Germany",8,53.0,"Sydney","G'day"
1838,"Nord-Ost Matjeshering","Carlos Hernández","Venezuela",30,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
1839,"Steeleye Stout","Carlos Hernández","Venezuela",40,18.0,"USA","Bigfoot Breweries"
1840,"Wimmers gute Semmelknödel","Carlos Hernández","Venezuela",8,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1841,"Chef Anton's Gumbo Mix'","Yvonne Moncada","Argentina",20,21.35,"USA","New Orleans Cajun Delights"
1842,"Uncle Bob's Organic Dried Pears'","Yvonne Moncada","Argentina",6,30.0,"USA","Grandma Kelly's Homestead'"
1843,"Mozzarella di Giovanni","Yvonne Moncada","Argentina",5,34.8,"Italy","Formaggi Fortini s.r.l."
1844,"Rhönbräu Klosterbier","André Fonseca","Brazil",20,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1845,"Guaraná Fantástica","Carlos Hernández","Venezuela",10,4.5,"Brazil","Refrescos Americanas LTDA"
1846,"Jack's New England Clam Chowder'","Carlos Hernández","Venezuela",24,9.65,"USA","New England Seafood Cannery"
1847,"Filo Mix","Lúcia Carvalho","Brazil",6,7.0,"Sydney","G'day"
1848,"Lakkalikööri","Lúcia Carvalho","Brazil",60,18.0,"Finland","Karkki Oy"
1849,"Uncle Bob's Organic Dried Pears'","Horst Kloss","Germany",45,30.0,"USA","Grandma Kelly's Homestead'"
1850,"Konbu","Horst Kloss","Germany",77,6.0,"Japan","Mayumi's'"
1851,"Perth Pasties","Horst Kloss","Germany",20,32.8,"Sydney","G'day"
1852,"Gudbrandsdalsost","Horst Kloss","Germany",9,36.0,"Norway","Norske Meierier"
1853,"Lakkalikööri","Horst Kloss","Germany",44,18.0,"Finland","Karkki Oy"
1854,"Camembert Pierrot","Lino Rodriguez","Portugal",2,34.0,"France","Gai pâturage"
1855,"Carnarvon Tigers","Dominique Perrier","France",6,62.5,"Australia","Pavlova, Ltd."
1856,"Côte de Blaye","Dominique Perrier","France",5,263.5,"France","Aux joyeux ecclésiastiques"
1857,"Gudbrandsdalsost","Dominique Perrier","France",10,36.0,"Norway","Norske Meierier"
1858,"Manjimup Dried Apples","Rene Phillips","USA",16,53.0,"Sydney","G'day"
1859,"Gravad lax","Yang Wang","Switzerland",8,26.0,"Sweden","Svensk Sjöföda AB"
1860,"Gnocchi di nonna Alice","Yang Wang","Switzerland",12,38.0,"Italy","Pasta Buttini s.r.l."
1861,"Tarte au sucre","Yang Wang","Switzerland",12,49.3,"Canada","Forêts d'érables'"
1862,"Teatime Chocolate Biscuits","Karin Josephs","Germany",12,9.2,"UK","Specialty Biscuits, Ltd."
1863,"Maxilaku","Karin Josephs","Germany",40,20.0,"Finland","Karkki Oy"
1864,"Queso Manchego La Pastora","Roland Mendel","Austria",30,38.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1865,"Guaraná Fantástica","Roland Mendel","Austria",30,4.5,"Brazil","Refrescos Americanas LTDA"
1866,"Wimmers gute Semmelknödel","Roland Mendel","Austria",4,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1867,"Spegesild","Pedro Afonso","Brazil",9,12.0,"Denmark","Lyngbysild"
1868,"Filo Mix","Martín Sommer","Spain",40,7.0,"Sydney","G'day"
1869,"Thüringer Rostbratwurst","Carine Schmitt","France",14,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1870,"Alice Mutton","Daniel Tonini","France",6,39.0,"Australia","Pavlova, Ltd."
1871,"Geitost","Daniel Tonini","France",7,2.5,"Norway","Norske Meierier"
1872,"Gumbär Gummibärchen","Daniel Tonini","France",5,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1873,"Jack's New England Clam Chowder'","Daniel Tonini","France",6,9.65,"USA","New England Seafood Cannery"
1874,"Rhönbräu Klosterbier","Daniel Tonini","France",10,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1875,"Vegie-spread","Art Braunschweiger","USA",10,43.9,"Australia","Pavlova, Ltd."
1876,"Northwoods Cranberry Sauce","Elizabeth Lincoln","Canada",16,40.0,"USA","Grandma Kelly's Homestead'"
1877,"Rhönbräu Klosterbier","Elizabeth Lincoln","Canada",10,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1878,"Rössle Sauerkraut","Carlos Hernández","Venezuela",20,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1879,"Chartreuse verte","Maria Larsson","Sweden",30,18.0,"France","Aux joyeux ecclésiastiques"
1880,"Zaanse koeken","Maria Larsson","Sweden",30,9.5,"Netherlands","Zaanse Snoepfabriek"
1881,"Manjimup Dried Apples","Maria Larsson","Sweden",10,53.0,"Sydney","G'day"
1882,"Vegie-spread","Maria Larsson","Sweden",20,43.9,"Australia","Pavlova, Ltd."
1883,"Northwoods Cranberry Sauce","Catherine Dewey","Belgium",20,40.0,"USA","Grandma Kelly's Homestead'"
1884,"Sir Rodney's Scones'","Catherine Dewey","Belgium",40,10.0,"UK","Specialty Biscuits, Ltd."
